QUESTION_ID	GROUP_KEY	category	Continent	Urban_Rural	Education	n_options	baseline_w1	baseline_top_hit	baseline_entropy	split	corrected_w1	corrected_top_hit	corrected_entropy	model_dist_json	human_dist_json	corrected_dist_json
Q131	Europe | Rural | Lower Secondary	Perceptions of Security	Europe	Rural	Lower Secondary	4	0.11666666666666675	1	1.305461684451695	calibration	0.08380133318764625	1	1.2564452350961546	[0.25000000000000006, 0.35000000000000003, 0.30000000000000004, 0.10000000000000002]	[0.2, 0.6, 0.0, 0.2]	[0.19354389638201078, 0.456910207827736, 0.24494789594494942, 0.10459799984530373]
Q131	Europe | Urban | Tertiary	Perceptions of Security	Europe	Urban	Tertiary	4	0.11666666666666668	1	1.2056282324887189	calibration	0.10224326998998501	1	1.1421412086722575	[0.35, 0.4, 0.2, 0.05]	[0.2, 0.4, 0.4, 0.0]	[0.2686131989136346, 0.5176576554368584, 0.16188338894367962, 0.05184575670582744]
Q131	North America | Urban | Tertiary	Perceptions of Security	North America	Urban	Tertiary	4	0.19999999999999998	0	1.305461684451695	calibration	0.16816177485912	1	1.2901836113514333	[0.35000000000000003, 0.30000000000000004, 0.25000000000000006, 0.10000000000000002]	[0.0, 0.8, 0.2, 0.0]	[0.27896208117525534, 0.4032011200892237, 0.21015035406893742, 0.10768644466658366]
Q131	South America | Urban | Lower Secondary	Perceptions of Security	South America	Urban	Lower Secondary	4	0.25000000000000006	1	1.3195454632493369	calibration	0.2523925302454846	1	1.3153122916659672	[0.15, 0.25, 0.4, 0.2]	[0.0, 0.0, 0.6, 0.4]	[0.11870412051348489, 0.3336091006429481, 0.33384702791010284, 0.21383975093346413]
Q132	Africa | Rural | Primary or No Education	Perceptions of Security	Africa	Rural	Primary or No Education	4	0.4000000000000001	0	1.161120818283116	dev	0.37459162268163854	0	1.1397229200298762	[0.45, 0.35, 0.15, 0.05]	[0.0, 0.2, 0.6, 0.2]	[0.3554662392165044, 0.46620533082693477, 0.12496548874153282, 0.0533629412150281]
Q132	Asia | Urban | Upper to Post Secondary	Perceptions of Security	Asia	Urban	Upper to Post Secondary	4	0.3833333333333335	0	1.305461684451695	dev	0.37980000024881794	0	1.2564452350961546	[0.25000000000000006, 0.35000000000000003, 0.30000000000000004, 0.10000000000000002]	[0.0, 0.0, 0.6, 0.4]	[0.19354389638201078, 0.456910207827736, 0.24494789594494942, 0.10459799984530373]
Q132	Europe | Rural | Lower Secondary	Perceptions of Security	Europe	Rural	Lower Secondary	4	0.23333333333333342	0	1.305461684451695	dev	0.2178129459243836	0	1.2901836113514333	[0.35000000000000003, 0.30000000000000004, 0.25000000000000006, 0.10000000000000002]	[0.2, 0.2, 0.2, 0.4]	[0.27896208117525534, 0.4032011200892237, 0.21015035406893742, 0.10768644466658366]
Q132	Europe | Urban | Tertiary	Perceptions of Security	Europe	Urban	Tertiary	4	0.3166666666666667	0	1.3195454632493369	dev	0.31905919691215123	0	1.3153122916659672	[0.15, 0.25, 0.4, 0.2]	[0.0, 0.0, 0.4, 0.6]	[0.11870412051348489, 0.3336091006429481, 0.33384702791010284, 0.21383975093346413]
Q132	North America | Urban | Tertiary	Perceptions of Security	North America	Urban	Tertiary	4	0.18333333333333335	1	1.3195454632493369	dev	0.19495236420112738	1	1.3153122916659672	[0.15, 0.25, 0.4, 0.2]	[0.0, 0.0, 0.8, 0.2]	[0.11870412051348489, 0.3336091006429481, 0.33384702791010284, 0.21383975093346413]
Q132	South America | Urban | Lower Secondary	Perceptions of Security	South America	Urban	Lower Secondary	4	0.5	0	1.2056282324887189	dev	0.4808438780613302	0	1.1744098639192513	[0.4, 0.35, 0.2, 0.05]	[0.0, 0.2, 0.2, 0.6]	[0.31528930787852566, 0.4652010018191859, 0.16626170691004205, 0.05324798339224648]
Q133	Africa | Rural | Primary or No Education	Perceptions of Security	Africa	Rural	Primary or No Education	4	0.13333333333333333	0	1.161120818283116	test	0.10792495601497187	1	1.1397229200298762	[0.45, 0.35, 0.15, 0.05]	[0.2, 0.6, 0.0, 0.2]	[0.3554662392165044, 0.46620533082693477, 0.12496548874153282, 0.0533629412150281]
Q133	Asia | Urban | Upper to Post Secondary	Perceptions of Security	Asia	Urban	Upper to Post Secondary	4	0.43333333333333357	0	1.305461684451695	test	0.4178129459243837	0	1.2901836113514333	[0.35000000000000003, 0.30000000000000004, 0.25000000000000006, 0.10000000000000002]	[0.0, 0.0, 0.6, 0.4]	[0.27896208117525534, 0.4032011200892237, 0.21015035406893742, 0.10768644466658366]
Q133	Europe | Rural | Lower Secondary	Perceptions of Security	Europe	Rural	Lower Secondary	4	0.4666666666666666	0	1.161120818283116	test	0.44125828934830524	0	1.1397229200298762	[0.45, 0.35, 0.15, 0.05]	[0.2, 0.0, 0.2, 0.6]	[0.3554662392165044, 0.46620533082693477, 0.12496548874153282, 0.0533629412150281]
Q133	Europe | Urban | Tertiary	Perceptions of Security	Europe	Urban	Tertiary	4	0.43333333333333357	0	1.305461684451695	test	0.4178129459243837	0	1.2901836113514333	[0.35000000000000003, 0.30000000000000004, 0.25000000000000006, 0.10000000000000002]	[0.0, 0.0, 0.6, 0.4]	[0.27896208117525534, 0.4032011200892237, 0.21015035406893742, 0.10768644466658366]
Q133	North America | Urban | Tertiary	Perceptions of Security	North America	Urban	Tertiary	4	0.43333333333333357	0	1.305461684451695	test	0.4178129459243837	0	1.2901836113514333	[0.35000000000000003, 0.30000000000000004, 0.25000000000000006, 0.10000000000000002]	[0.0, 0.0, 0.6, 0.4]	[0.27896208117525534, 0.4032011200892237, 0.21015035406893742, 0.10768644466658366]
Q133	South America | Urban | Lower Secondary	Perceptions of Security	South America	Urban	Lower Secondary	4	0.4666666666666666	0	1.161120818283116	test	0.4412582893483052	0	1.1397229200298762	[0.45, 0.35, 0.15, 0.05]	[0.0, 0.0, 0.8, 0.2]	[0.3554662392165044, 0.46620533082693477, 0.12496548874153282, 0.0533629412150281]
Q158	Africa | Rural | Primary or No Education	Perceptions about Science and Technology	Africa	Rural	Primary or No Education	10	0.2777777777777778	0	2.25922837208048	calibration	0.25789107279052936	0	2.1029960421777907	[0.08, 0.1, 0.12, 0.13, 0.15, 0.12, 0.1, 0.08, 0.07, 0.05]	[0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.4]	[0.17653727065392374, 0.03004865058373024, 0.08857275677555067, 0.0917863021790838, 0.2135583019195486, 0.042845095855244666, 0.06790137782561172, 0.13087499330335509, 0.016441890953984677, 0.14143335994996686]
Q158	Asia | Urban | Upper to Post Secondary	Perceptions about Science and Technology	Asia	Urban	Upper to Post Secondary	10	0.125	0	1.9483400130488568	calibration	0.1885789387180053	0	1.4913356400353313	[0.01, 0.015, 0.025, 0.04, 0.06, 0.08, 0.12, 0.2, 0.22000000000000003, 0.23000000000000004]	[0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.6, 0.0, 0.0]	[0.016998366887253886, 0.0034719783660218696, 0.014214110994894034, 0.021754809789249308, 0.06580171730356114, 0.022002429469064187, 0.06276544477141965, 0.25203302897986424, 0.039804959108925474, 0.5011531543297463]
Q158	Europe | Rural | Lower Secondary	Perceptions about Science and Technology	Europe	Rural	Lower Secondary	10	0.12555555555555553	0	2.1090512618924926	calibration	0.09494257404630205	1	1.9597033860976634	[0.02, 0.03, 0.05, 0.08, 0.12, 0.15, 0.2, 0.18, 0.12, 0.05]	[0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.2, 0.4, 0.0, 0.2]	[0.04546030066317974, 0.009285432033695126, 0.03801410828308594, 0.058180894697074687, 0.17597960278269456, 0.05516543142157409, 0.1398828492119487, 0.30331583073315904, 0.02903292931255654, 0.14568262086103148]
Q158	Europe | Urban | Tertiary	Perceptions about Science and Technology	Europe	Urban	Tertiary	10	0.1516666666666667	0	1.9853462098744692	calibration	0.1364385766542111	1	1.6010268063632522	[0.01, 0.015, 0.025, 0.04, 0.07, 0.1, 0.14, 0.22000000000000003, 0.2, 0.18]	[0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.6]	[0.018091706609940788, 0.003695296987690621, 0.01512836659818093, 0.023154085252583344, 0.0817064525715574, 0.029272039874512025, 0.0779362917336986, 0.29506825045123736, 0.03851384112345959, 0.4174336687971394]
Q158	North America | Urban | Tertiary	Perceptions about Science and Technology	North America	Urban	Tertiary	10	0.22277777777777777	0	1.9853462098744692	calibration	0.28607883859148625	0	1.6010268063632522	[0.01, 0.015, 0.025, 0.04, 0.07, 0.1, 0.14, 0.22000000000000003, 0.2, 0.18]	[0.2, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.2, 0.0, 0.2]	[0.018091706609940788, 0.003695296987690621, 0.01512836659818093, 0.023154085252583344, 0.0817064525715574, 0.029272039874512025, 0.0779362917336986, 0.29506825045123736, 0.03851384112345959, 0.4174336687971394]
Q158	South America | Urban | Lower Secondary	Perceptions about Science and Technology	South America	Urban	Lower Secondary	10	0.12666666666666668	1	2.1161267301605564	calibration	0.0896989590253852	1	1.9215837530156281	[0.02, 0.03, 0.05, 0.07, 0.1, 0.13, 0.18, 0.2, 0.15, 0.07]	[0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.6, 0.0, 0.2]	[0.04365780865295077, 0.00891726647367683, 0.036506856341135215, 0.04888977942351585, 0.14083503835636862, 0.04591438182860643, 0.12090286949430615, 0.3236549083334939, 0.03485222419538607, 0.19586886690056018]
Q159	Africa | Rural | Primary or No Education	Perceptions about Science and Technology	Africa	Rural	Primary or No Education	10	0.1922222222222222	0	2.1090512618924926	dev	0.15960788330385	0	1.9597033860976634	[0.02, 0.03, 0.05, 0.08, 0.12, 0.15, 0.2, 0.18, 0.12, 0.05]	[0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.6]	[0.04546030066317974, 0.009285432033695126, 0.03801410828308594, 0.058180894697074687, 0.17597960278269456, 0.05516543142157409, 0.1398828492119487, 0.30331583073315904, 0.02903292931255654, 0.14568262086103148]
Q159	Asia | Urban | Upper to Post Secondary	Perceptions about Science and Technology	Asia	Urban	Upper to Post Secondary	10	0.12222222222222223	0	1.9716422756209662	dev	0.05733968447469034	1	1.521226936576175	[0.01, 0.02, 0.03, 0.04, 0.06, 0.08, 0.12, 0.2, 0.22000000000000003, 0.22000000000000003]	[0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.2, 0.0, 0.6]	[0.017306229467161365, 0.004713147226117757, 0.017365856485928192, 0.022148817749633832, 0.06699347216953049, 0.022400922144596307, 0.06390220878437074, 0.25659767563317415, 0.040525878799956165, 0.488045791539531]
Q159	Europe | Rural | Lower Secondary	Perceptions about Science and Technology	Europe	Rural	Lower Secondary	10	0.19333333333333333	1	2.1161267301605564	dev	0.15636562569205187	1	1.9215837530156281	[0.02, 0.03, 0.05, 0.07, 0.1, 0.13, 0.18, 0.2, 0.15, 0.07]	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.2]	[0.04365780865295077, 0.00891726647367683, 0.036506856341135215, 0.04888977942351585, 0.14083503835636862, 0.04591438182860643, 0.12090286949430615, 0.3236549083334939, 0.03485222419538607, 0.19586886690056018]
Q159	Europe | Urban | Tertiary	Perceptions about Science and Technology	Europe	Urban	Tertiary	10	0.09444444444444446	0	2.093982939553786	dev	0.12919779280335753	0	1.7539442166602193	[0.02, 0.03, 0.04, 0.05, 0.08, 0.1, 0.15, 0.2, 0.18, 0.15]	[0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.2, 0.2]	[0.03794227580773546, 0.0077498480669265304, 0.025382001614963935, 0.03034949616937398, 0.09791791266828367, 0.030694943111765405, 0.08756222849627532, 0.281283100948466, 0.03634738646952199, 0.3647708066466878]
Q159	North America | Urban | Tertiary	Perceptions about Science and Technology	North America	Urban	Tertiary	10	0.16444444444444445	0	1.9821824799019878	dev	0.16251955238041066	1	1.5864588254658631	[0.01, 0.02, 0.03, 0.04, 0.07, 0.08, 0.12, 0.21000000000000002, 0.23000000000000004, 0.19]	[0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6]	[0.018040743001323176, 0.004913183313276409, 0.018102900718782584, 0.023088861127289213, 0.08147628878656091, 0.023351665374028933, 0.06661435571990153, 0.28086264348336976, 0.044166151562418064, 0.43938320691304944]
Q159	South America | Urban | Lower Secondary	Perceptions about Science and Technology	South America	Urban	Lower Secondary	10	0.10000000000000002	0	2.1161267301605564	dev	0.13935017232926952	0	1.9215837530156281	[0.02, 0.03, 0.05, 0.07, 0.1, 0.13, 0.18, 0.2, 0.15, 0.07]	[0.2, 0.0, 0.0, 0.0, 0.2, 0.0, 0.4, 0.0, 0.2, 0.0]	[0.04365780865295077, 0.00891726647367683, 0.036506856341135215, 0.04888977942351585, 0.14083503835636862, 0.04591438182860643, 0.12090286949430615, 0.3236549083334939, 0.03485222419538607, 0.19586886690056018]
Q160	Africa | Rural | Primary or No Education	Perceptions about Science and Technology	Africa	Rural	Primary or No Education	10	0.13555555555555557	0	2.24032260091317	test	0.10940766332227149	1	2.119781877271202	[0.05, 0.07, 0.1, 0.12, 0.13, 0.15, 0.14, 0.11000000000000001, 0.08, 0.05]	[0.0, 0.2, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.4]	[0.11448167161609697, 0.02182441194540937, 0.07658407177703166, 0.08790939765740659, 0.1920384045265985, 0.05556875526500952, 0.0986338895450706, 0.1867148704143471, 0.019496795994901943, 0.1467477312581277]
Q160	Asia | Urban | Upper to Post Secondary	Perceptions about Science and Technology	Asia	Urban	Upper to Post Secondary	10	0.08518518518518521	0	2.19334524281659	test	0.07533740464042793	0	2.0588218991583185	[0.08888888888888892, 0.11111111111111115, 0.13333333333333333, 0.14444444444444443, 0.16666666666666663, 0.13333333333333333, 0.08888888888888892, 0.06666666666666661, 0.044444444444444405, 0.022222222222222202]	[0.2, 0.0, 0.0, 0.2, 0.2, 0.0, 0.2, 0.0, 0.2, 0.0]	[0.2048484689540493, 0.03486753841504192, 0.10277712773797022, 0.10650602789253626, 0.24780654543145214, 0.04971614354082729, 0.06303255164611479, 0.11389751539401563, 0.01090209668686697, 0.06564598430112567]
Q160	Europe | Rural | Lower Secondary	Perceptions about Science and Technology	Europe	Rural	Lower Secondary	10	0.11666666666666667	0	2.242437682995713	test	0.09619874971571099	0	2.109956465515354	[0.05, 0.07, 0.1, 0.13, 0.15, 0.14, 0.12, 0.1, 0.09, 0.05]	[0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 0.0, 0.0, 0.2, 0.2]	[0.11396449684295598, 0.02172581943590573, 0.07623810067625739, 0.09480495268714911, 0.2205817668733194, 0.05162987345423546, 0.08416140656268382, 0.16897398159486715, 0.021834808389174322, 0.1460847934834516]
Q160	Europe | Urban | Tertiary	Perceptions about Science and Technology	Europe	Urban	Tertiary	10	0.06333333333333334	1	2.209762012815997	test	0.14192439888563235	1	1.8152002429928844	[0.18, 0.15, 0.12, 0.1, 0.08, 0.07, 0.06, 0.05, 0.05, 0.14]	[0.2, 0.0, 0.2, 0.2, 0.0, 0.2, 0.0, 0.0, 0.2, 0.0]	[0.31260399794340643, 0.035472503041365636, 0.06970689915781735, 0.05556612650337984, 0.08963771740901655, 0.019669508806846037, 0.032063094809802545, 0.06437426622891372, 0.009242710064559588, 0.3116631760348923]
Q160	North America | Urban | Tertiary	Perceptions about Science and Technology	North America	Urban	Tertiary	10	0.22	1	2.2457972257203362	test	0.12431117202201006	1	1.8895827780050776	[0.12, 0.14, 0.13, 0.11000000000000001, 0.09, 0.08, 0.07, 0.06, 0.05, 0.15]	[0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6]	[0.21724579506243774, 0.03451252398396995, 0.07872016223823378, 0.06371635432305336, 0.10512146907186885, 0.02343330644161402, 0.03899422911223645, 0.08052702375158945, 0.00963490507023374, 0.3480942309447625]
Q160	South America | Urban | Lower Secondary	Perceptions about Science and Technology	South America	Urban	Lower Secondary	10	0.1977777777777778	0	2.2622538014213465	test	0.21397090404312913	0	2.068450282501383	[0.05, 0.07, 0.1, 0.12, 0.15, 0.13, 0.11000000000000001, 0.1, 0.09, 0.08]	[0.4, 0.0, 0.2, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.2]	[0.1065430401461636, 0.020311017171933198, 0.07127341624831475, 0.08181339730298962, 0.20621731060578424, 0.04482000336149136, 0.0721240211002888, 0.15797026445461632, 0.020412908679773446, 0.21851462092864463]
Q164	Africa | Rural | Primary or No Education	Religious Values	Africa	Rural	Primary or No Education	10	0.21222222222222223	1	1.8499774445803243	calibration	0.21222222222222223	1	1.8499774445803243	[0.01, 0.01, 0.02, 0.03, 0.05, 0.08, 0.1, 0.15, 0.25, 0.3]	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.01, 0.01, 0.02, 0.03, 0.05, 0.08, 0.1, 0.15, 0.25, 0.3]
Q164	Asia | Urban | Upper to Post Secondary	Religious Values	Asia	Urban	Upper to Post Secondary	10	0.19111111111111112	0	2.1161267301605564	calibration	0.19111111111111112	0	2.1161267301605564	[0.02, 0.03, 0.05, 0.07, 0.1, 0.13, 0.18, 0.2, 0.15, 0.07]	[0.2, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.4]	[0.02, 0.03, 0.05, 0.07, 0.1, 0.13, 0.18, 0.2, 0.15, 0.07]
Q164	Europe | Rural | Lower Secondary	Religious Values	Europe	Rural	Lower Secondary	10	0.23111111111111113	0	2.099529260888354	calibration	0.23111111111111113	0	2.099529260888354	[0.02, 0.03, 0.04, 0.06, 0.08, 0.1, 0.12, 0.18, 0.2, 0.17]	[0.4, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.4, 0.0]	[0.02, 0.03, 0.04, 0.06, 0.08, 0.1, 0.12, 0.18, 0.2, 0.17]
Q164	Europe | Urban | Tertiary	Religious Values	Europe	Urban	Tertiary	10	0.1388888888888889	0	2.209762012815997	calibration	0.1388888888888889	0	2.209762012815997	[0.18, 0.15, 0.12, 0.1, 0.08, 0.07, 0.06, 0.05, 0.05, 0.14]	[0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.2]	[0.18, 0.15, 0.12, 0.1, 0.08, 0.07, 0.06, 0.05, 0.05, 0.14]
Q164	North America | Urban | Tertiary	Religious Values	North America	Urban	Tertiary	10	0.26222222222222225	0	2.217138055022556	calibration	0.26222222222222225	0	2.217138055022556	[0.05000000000000001, 0.05000000000000001, 0.060000000000000005, 0.07000000000000002, 0.10000000000000002, 0.12000000000000001, 0.15000000000000002, 0.18000000000000002, 0.12000000000000001, 0.10000000000000002]	[0.4, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2]	[0.05000000000000001, 0.05000000000000001, 0.060000000000000005, 0.07000000000000002, 0.10000000000000002, 0.12000000000000001, 0.15000000000000002, 0.18000000000000002, 0.12000000000000001, 0.10000000000000002]
Q164	South America | Urban | Lower Secondary	Religious Values	South America	Urban	Lower Secondary	10	0.25777777777777783	0	2.0879422854885794	calibration	0.25777777777777783	0	2.0879422854885794	[0.02, 0.03, 0.04, 0.05, 0.08, 0.1, 0.12, 0.18, 0.2, 0.18]	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.8]	[0.02, 0.03, 0.04, 0.05, 0.08, 0.1, 0.12, 0.18, 0.2, 0.18]
Q165	Africa | Rural | Primary or No Education	Religious Values	Africa	Rural	Primary or No Education	2	0.08000000000000015	1	0.27876937176858746	dev	0.08000000000000015	1	0.27876937176858746	[0.9199999999999999, 0.07999999999999999]	[1.0, 0.0]	[0.9199999999999999, 0.07999999999999999]
Q165	Asia | Urban | Upper to Post Secondary	Religious Values	Asia	Urban	Upper to Post Secondary	2	0.31999999999999995	0	0.5929533174474745	dev	0.31999999999999995	0	0.5929533174474745	[0.72, 0.28]	[0.4, 0.6]	[0.72, 0.28]
Q165	Europe | Rural | Lower Secondary	Religious Values	Europe	Rural	Lower Secondary	2	0.38000000000000006	0	0.5269079614313803	dev	0.38000000000000006	0	0.5269079614313803	[0.78, 0.22000000000000003]	[0.4, 0.6]	[0.78, 0.22000000000000003]
Q165	Europe | Urban | Tertiary	Religious Values	Europe	Urban	Tertiary	2	0.12	1	0.6268694575724263	dev	0.12	1	0.6268694575724263	[0.68, 0.32]	[0.8, 0.2]	[0.68, 0.32]
Q165	North America | Urban | Tertiary	Religious Values	North America	Urban	Tertiary	2	0.28	1	0.5929533174474745	dev	0.28	1	0.5929533174474745	[0.72, 0.28]	[1.0, 0.0]	[0.72, 0.28]
Q165	South America | Urban | Lower Secondary	Religious Values	South America	Urban	Lower Secondary	2	0.15000000000000005	1	0.42270908780599087	dev	0.15000000000000005	1	0.42270908780599087	[0.85, 0.15]	[1.0, 0.0]	[0.85, 0.15]
Q166	Africa | Rural | Primary or No Education	Religious Values	Africa	Rural	Primary or No Education	2	0.15000000000000005	1	0.42270908780599087	test	0.15000000000000005	1	0.42270908780599087	[0.85, 0.15]	[1.0, 0.0]	[0.85, 0.15]
Q166	Asia | Urban | Upper to Post Secondary	Religious Values	Asia	Urban	Upper to Post Secondary	2	0.0500000000000001	1	0.5623351446188083	test	0.0500000000000001	1	0.5623351446188083	[0.75, 0.25]	[0.8, 0.2]	[0.75, 0.25]
Q166	Europe | Rural | Lower Secondary	Religious Values	Europe	Rural	Lower Secondary	2	0.0500000000000001	1	0.5623351446188083	test	0.0500000000000001	1	0.5623351446188083	[0.75, 0.25]	[0.8, 0.2]	[0.75, 0.25]
Q166	Europe | Urban | Tertiary	Religious Values	Europe	Urban	Tertiary	2	0.17999999999999994	0	0.6802920001921535	test	0.17999999999999994	0	0.6802920001921535	[0.58, 0.42000000000000004]	[0.4, 0.6]	[0.58, 0.42000000000000004]
Q166	North America | Urban | Tertiary	Religious Values	North America	Urban	Tertiary	2	0.08000000000000013	1	0.6268694575724263	test	0.08000000000000013	1	0.6268694575724263	[0.68, 0.32]	[0.6, 0.4]	[0.68, 0.32]
Q166	South America | Urban | Lower Secondary	Religious Values	South America	Urban	Lower Secondary	2	0.0500000000000001	1	0.5623351446188083	test	0.0500000000000001	1	0.5623351446188083	[0.75, 0.25]	[0.8, 0.2]	[0.75, 0.25]
Q176	Africa | Rural | Primary or No Education	Ethical Values	Africa	Rural	Primary or No Education	10	0.11777777777777779	0	2.2467988990896077	calibration	0.11777777777777779	0	2.2467988990896077	[0.05, 0.06, 0.08, 0.1, 0.12, 0.14, 0.15, 0.13, 0.1, 0.07]	[0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.4, 0.0, 0.0, 0.2]	[0.05, 0.06, 0.08, 0.1, 0.12, 0.14, 0.15, 0.13, 0.1, 0.07]
Q176	Asia | Urban | Upper to Post Secondary	Ethical Values	Asia	Urban	Upper to Post Secondary	10	0.11333333333333336	0	2.2467988990896077	calibration	0.11333333333333336	0	2.2467988990896077	[0.05, 0.06, 0.08, 0.1, 0.12, 0.14, 0.15, 0.13, 0.1, 0.07]	[0.0, 0.0, 0.0, 0.2, 0.4, 0.0, 0.2, 0.2, 0.0, 0.0]	[0.05, 0.06, 0.08, 0.1, 0.12, 0.14, 0.15, 0.13, 0.1, 0.07]
Q176	Europe | Rural | Lower Secondary	Ethical Values	Europe	Rural	Lower Secondary	10	0.13111111111111112	0	2.2467988990896077	calibration	0.13111111111111112	0	2.2467988990896077	[0.05, 0.06, 0.08, 0.1, 0.12, 0.14, 0.15, 0.13, 0.1, 0.07]	[0.0, 0.0, 0.2, 0.2, 0.4, 0.0, 0.0, 0.0, 0.0, 0.2]	[0.05, 0.06, 0.08, 0.1, 0.12, 0.14, 0.15, 0.13, 0.1, 0.07]
Q176	Europe | Urban | Tertiary	Ethical Values	Europe	Urban	Tertiary	10	0.2288888888888889	0	2.2467988990896077	calibration	0.2288888888888889	0	2.2467988990896077	[0.05, 0.06, 0.08, 0.1, 0.12, 0.14, 0.15, 0.13, 0.1, 0.07]	[0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 0.0, 0.4]	[0.05, 0.06, 0.08, 0.1, 0.12, 0.14, 0.15, 0.13, 0.1, 0.07]
Q176	North America | Urban | Tertiary	Ethical Values	North America	Urban	Tertiary	10	0.20000000000000007	0	2.2467988990896077	calibration	0.20000000000000007	0	2.2467988990896077	[0.05, 0.06, 0.08, 0.1, 0.12, 0.14, 0.15, 0.13, 0.1, 0.07]	[0.4, 0.0, 0.2, 0.0, 0.0, 0.0, 0.2, 0.0, 0.2, 0.0]	[0.05, 0.06, 0.08, 0.1, 0.12, 0.14, 0.15, 0.13, 0.1, 0.07]
Q176	South America | Urban | Lower Secondary	Ethical Values	South America	Urban	Lower Secondary	10	0.08666666666666668	0	2.2467988990896077	calibration	0.08666666666666668	0	2.2467988990896077	[0.05, 0.06, 0.08, 0.1, 0.12, 0.14, 0.15, 0.13, 0.1, 0.07]	[0.0, 0.2, 0.2, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.2]	[0.05, 0.06, 0.08, 0.1, 0.12, 0.14, 0.15, 0.13, 0.1, 0.07]
Q177	Africa | Rural | Primary or No Education	Ethical Values	Africa	Rural	Primary or No Education	10	0.1288888888888889	1	1.7869086288010863	dev	0.1288888888888889	1	1.7869086288010863	[0.35, 0.25, 0.15, 0.08, 0.05, 0.04, 0.03, 0.02, 0.02, 0.01]	[0.6, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.35, 0.25, 0.15, 0.08, 0.05, 0.04, 0.03, 0.02, 0.02, 0.01]
Q177	Asia | Urban | Upper to Post Secondary	Ethical Values	Asia	Urban	Upper to Post Secondary	10	0.10222222222222224	1	1.7869086288010863	dev	0.10222222222222224	1	1.7869086288010863	[0.35, 0.25, 0.15, 0.08, 0.05, 0.04, 0.03, 0.02, 0.02, 0.01]	[0.6, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.35, 0.25, 0.15, 0.08, 0.05, 0.04, 0.03, 0.02, 0.02, 0.01]
Q177	Europe | Rural | Lower Secondary	Ethical Values	Europe	Rural	Lower Secondary	10	0.13	1	1.7645942736696651	dev	0.13	1	1.7645942736696651	[0.35, 0.25, 0.15, 0.1, 0.05, 0.03, 0.02, 0.02, 0.02, 0.01]	[0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0]	[0.35, 0.25, 0.15, 0.1, 0.05, 0.03, 0.02, 0.02, 0.02, 0.01]
Q177	Europe | Urban | Tertiary	Ethical Values	Europe	Urban	Tertiary	10	0.0688888888888889	1	1.7869086288010863	dev	0.0688888888888889	1	1.7869086288010863	[0.35, 0.25, 0.15, 0.08, 0.05, 0.04, 0.03, 0.02, 0.02, 0.01]	[0.4, 0.0, 0.4, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0]	[0.35, 0.25, 0.15, 0.08, 0.05, 0.04, 0.03, 0.02, 0.02, 0.01]
Q177	North America | Urban | Tertiary	Ethical Values	North America	Urban	Tertiary	10	0.10666666666666663	1	1.7869086288010863	dev	0.10666666666666663	1	1.7869086288010863	[0.35, 0.25, 0.15, 0.08, 0.05, 0.04, 0.03, 0.02, 0.02, 0.01]	[0.4, 0.0, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0]	[0.35, 0.25, 0.15, 0.08, 0.05, 0.04, 0.03, 0.02, 0.02, 0.01]
